/Users/snitil/Library/CloudStorage/OneDrive-McGillUniversity/McGill/U3/F2025/ECON302/innovationshowcase/src/sentiment_analysis.py:13: DeprecationWarning: 
Pyarrow will become a required dependency of pandas in the next major release of pandas (pandas 3.0),
2025-11-16 14:04:57,596 - INFO - fetched 3 relevant articles for Canada after filtering
2025-11-16 14:04:58,702 - INFO - fetching guardian page 1 for Canada (2011-04-01 to 2011-06-30)
2025-11-16 14:04:59,294 - INFO - fetched 2 relevant articles for Canada after filtering
2025-11-16 14:05:00,398 - INFO - fetching guardian page 1 for Canada (2011-07-01 to 2011-09-30)
2025-11-16 14:05:00,875 - INFO - fetched 1 relevant articles for Canada after filtering
2025-11-16 14:05:01,979 - INFO - fetching guardian page 1 for Canada (2011-10-01 to 2011-12-31)
2025-11-16 14:05:02,594 - INFO - fetched 3 relevant articles for Canada after filtering
2025-11-16 14:05:03,700 - INFO - ✓ completed Canada 2011 (65 articles)
2025-11-16 14:05:03,700 - INFO - using guardian api for Canada 2012
2025-11-16 14:05:03,700 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:05:03,700 - INFO - fetching guardian page 1 for Canada (2012-01-01 to 2012-03-31)
2025-11-16 14:05:04,278 - INFO - fetched 1 relevant articles for Canada after filtering
2025-11-16 14:05:05,381 - INFO - fetching guardian page 1 for Canada (2012-04-01 to 2012-06-30)
2025-11-16 14:05:05,960 - INFO - fetched 6 relevant articles for Canada after filtering
2025-11-16 14:05:07,062 - INFO - fetching guardian page 1 for Canada (2012-07-01 to 2012-09-30)
2025-11-16 14:05:07,682 - INFO - fetched 4 relevant articles for Canada after filtering
2025-11-16 14:05:08,787 - INFO - fetching guardian page 1 for Canada (2012-10-01 to 2012-12-31)
2025-11-16 14:05:09,320 - INFO - fetched 4 relevant articles for Canada after filtering
2025-11-16 14:05:10,423 - INFO - ✓ completed Canada 2012 (61 articles)
2025-11-16 14:05:10,424 - INFO - using guardian api for Canada 2013
2025-11-16 14:05:10,424 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:05:10,424 - INFO - fetching guardian page 1 for Canada (2013-01-01 to 2013-03-31)
2025-11-16 14:05:11,025 - INFO - fetched 4 relevant articles for Canada after filtering
2025-11-16 14:05:12,132 - INFO - fetching guardian page 1 for Canada (2013-04-01 to 2013-06-30)
2025-11-16 14:05:13,822 - INFO - fetching guardian page 2 for Canada (2013-04-01 to 2013-06-30)
2025-11-16 14:05:14,363 - INFO - fetched 5 relevant articles for Canada after filtering
2025-11-16 14:05:15,466 - INFO - fetching guardian page 1 for Canada (2013-07-01 to 2013-09-30)
2025-11-16 14:05:16,102 - INFO - fetched 6 relevant articles for Canada after filtering
2025-11-16 14:05:17,205 - INFO - fetching guardian page 1 for Canada (2013-10-01 to 2013-12-31)
2025-11-16 14:05:17,907 - INFO - fetched 6 relevant articles for Canada after filtering
2025-11-16 14:05:19,014 - INFO - ✓ completed Canada 2013 (101 articles)
2025-11-16 14:05:19,014 - INFO - using guardian api for Canada 2014
2025-11-16 14:05:19,014 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:05:19,014 - INFO - fetching guardian page 1 for Canada (2014-01-01 to 2014-03-31)
2025-11-16 14:05:19,742 - INFO - fetched 4 relevant articles for Canada after filtering
2025-11-16 14:05:20,849 - INFO - fetching guardian page 1 for Canada (2014-04-01 to 2014-06-30)
2025-11-16 14:05:21,403 - INFO - fetched 2 relevant articles for Canada after filtering
2025-11-16 14:05:22,507 - INFO - fetching guardian page 1 for Canada (2014-07-01 to 2014-09-30)
2025-11-16 14:05:23,075 - INFO - fetched 5 relevant articles for Canada after filtering
2025-11-16 14:05:24,182 - INFO - fetching guardian page 1 for Canada (2014-10-01 to 2014-12-31)
2025-11-16 14:05:24,987 - INFO - fetched 3 relevant articles for Canada after filtering
2025-11-16 14:05:26,098 - INFO - ✓ completed Canada 2014 (120 articles)
2025-11-16 14:05:26,098 - INFO - using guardian api for Canada 2015
2025-11-16 14:05:26,098 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:05:26,098 - INFO - fetching guardian page 1 for Canada (2015-01-01 to 2015-03-31)
2025-11-16 14:05:26,717 - INFO - fetched 3 relevant articles for Canada after filtering
2025-11-16 14:05:27,824 - INFO - fetching guardian page 1 for Canada (2015-04-01 to 2015-06-30)
2025-11-16 14:05:29,590 - INFO - fetching guardian page 2 for Canada (2015-04-01 to 2015-06-30)
2025-11-16 14:05:30,122 - INFO - fetched 8 relevant articles for Canada after filtering
2025-11-16 14:05:31,229 - INFO - fetching guardian page 1 for Canada (2015-07-01 to 2015-09-30)
2025-11-16 14:05:31,841 - INFO - fetched 8 relevant articles for Canada after filtering
2025-11-16 14:05:32,944 - INFO - fetching guardian page 1 for Canada (2015-10-01 to 2015-12-31)
2025-11-16 14:05:33,527 - INFO - fetched 7 relevant articles for Canada after filtering
2025-11-16 14:05:34,632 - INFO - ✓ completed Canada 2015 (196 articles)
2025-11-16 14:05:34,632 - INFO - using guardian api for Canada 2016
2025-11-16 14:05:34,633 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:05:34,633 - INFO - fetching guardian page 1 for Canada (2016-01-01 to 2016-03-31)
2025-11-16 14:05:35,473 - INFO - fetched 4 relevant articles for Canada after filtering
2025-11-16 14:05:36,579 - INFO - fetching guardian page 1 for Canada (2016-04-01 to 2016-06-30)
2025-11-16 14:05:37,297 - INFO - fetched 4 relevant articles for Canada after filtering
2025-11-16 14:05:38,403 - INFO - fetching guardian page 1 for Canada (2016-07-01 to 2016-09-30)
2025-11-16 14:05:40,352 - INFO - fetching guardian page 2 for Canada (2016-07-01 to 2016-09-30)
2025-11-16 14:05:40,895 - INFO - fetched 6 relevant articles for Canada after filtering
2025-11-16 14:05:42,001 - INFO - fetching guardian page 1 for Canada (2016-10-01 to 2016-12-31)
2025-11-16 14:05:42,813 - INFO - fetched 6 relevant articles for Canada after filtering
2025-11-16 14:05:43,921 - INFO - ✓ completed Canada 2016 (175 articles)
2025-11-16 14:05:43,922 - INFO - using guardian api for Denmark 2010
2025-11-16 14:05:43,924 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:05:43,924 - INFO - fetching guardian page 1 for Denmark (2010-01-01 to 2010-03-31)
2025-11-16 14:05:44,384 - INFO - fetched 0 relevant articles for Denmark after filtering
2025-11-16 14:05:45,489 - INFO - fetching guardian page 1 for Denmark (2010-04-01 to 2010-06-30)
2025-11-16 14:05:45,957 - INFO - fetched 1 relevant articles for Denmark after filtering
2025-11-16 14:05:47,063 - INFO - fetching guardian page 1 for Denmark (2010-07-01 to 2010-09-30)
2025-11-16 14:05:47,541 - INFO - fetched 0 relevant articles for Denmark after filtering
2025-11-16 14:05:48,646 - INFO - fetching guardian page 1 for Denmark (2010-10-01 to 2010-12-31)
2025-11-16 14:05:49,128 - INFO - fetched 1 relevant articles for Denmark after filtering
2025-11-16 14:05:50,230 - INFO - ✓ completed Denmark 2010 (86 articles)
2025-11-16 14:05:50,231 - INFO - using guardian api for Denmark 2011
2025-11-16 14:05:50,231 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:05:50,231 - INFO - fetching guardian page 1 for Denmark (2011-01-01 to 2011-03-31)
2025-11-16 14:05:50,702 - INFO - fetched 0 relevant articles for Denmark after filtering
2025-11-16 14:05:51,808 - INFO - fetching guardian page 1 for Denmark (2011-04-01 to 2011-06-30)
2025-11-16 14:05:52,288 - INFO - fetched 0 relevant articles for Denmark after filtering
2025-11-16 14:05:53,396 - INFO - fetching guardian page 1 for Denmark (2011-07-01 to 2011-09-30)
2025-11-16 14:05:53,954 - INFO - fetched 0 relevant articles for Denmark after filtering
2025-11-16 14:05:55,058 - INFO - fetching guardian page 1 for Denmark (2011-10-01 to 2011-12-31)
2025-11-16 14:05:55,536 - INFO - fetched 0 relevant articles for Denmark after filtering
2025-11-16 14:05:56,643 - INFO - ✓ completed Denmark 2011 (65 articles)
2025-11-16 14:05:56,643 - INFO - using guardian api for Denmark 2012
2025-11-16 14:05:56,643 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:05:56,643 - INFO - fetching guardian page 1 for Denmark (2012-01-01 to 2012-03-31)
2025-11-16 14:05:57,218 - INFO - fetched 0 relevant articles for Denmark after filtering
2025-11-16 14:05:58,324 - INFO - fetching guardian page 1 for Denmark (2012-04-01 to 2012-06-30)
2025-11-16 14:05:58,806 - INFO - fetched 1 relevant articles for Denmark after filtering
2025-11-16 14:05:59,908 - INFO - fetching guardian page 1 for Denmark (2012-07-01 to 2012-09-30)
2025-11-16 14:06:00,453 - INFO - fetched 0 relevant articles for Denmark after filtering
2025-11-16 14:06:01,561 - INFO - fetching guardian page 1 for Denmark (2012-10-01 to 2012-12-31)
2025-11-16 14:06:02,210 - INFO - fetched 5 relevant articles for Denmark after filtering
2025-11-16 14:06:03,313 - INFO - ✓ completed Denmark 2012 (67 articles)
2025-11-16 14:06:03,313 - INFO - using guardian api for Denmark 2013
2025-11-16 14:06:03,313 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:06:03,313 - INFO - fetching guardian page 1 for Denmark (2013-01-01 to 2013-03-31)
2025-11-16 14:06:03,784 - INFO - fetched 2 relevant articles for Denmark after filtering
2025-11-16 14:06:04,891 - INFO - fetching guardian page 1 for Denmark (2013-04-01 to 2013-06-30)
2025-11-16 14:06:05,397 - INFO - fetched 3 relevant articles for Denmark after filtering
2025-11-16 14:06:06,503 - INFO - fetching guardian page 1 for Denmark (2013-07-01 to 2013-09-30)
2025-11-16 14:06:06,972 - INFO - fetched 2 relevant articles for Denmark after filtering
2025-11-16 14:06:08,079 - INFO - fetching guardian page 1 for Denmark (2013-10-01 to 2013-12-31)
2025-11-16 14:06:08,663 - INFO - fetched 2 relevant articles for Denmark after filtering
2025-11-16 14:06:09,770 - INFO - ✓ completed Denmark 2013 (110 articles)
2025-11-16 14:06:09,770 - INFO - using guardian api for Denmark 2014
2025-11-16 14:06:09,771 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:06:09,771 - INFO - fetching guardian page 1 for Denmark (2014-01-01 to 2014-03-31)
2025-11-16 14:06:10,379 - INFO - fetched 1 relevant articles for Denmark after filtering
2025-11-16 14:06:11,485 - INFO - fetching guardian page 1 for Denmark (2014-04-01 to 2014-06-30)
2025-11-16 14:06:12,172 - INFO - fetched 1 relevant articles for Denmark after filtering
2025-11-16 14:06:13,280 - INFO - fetching guardian page 1 for Denmark (2014-07-01 to 2014-09-30)
2025-11-16 14:06:13,804 - INFO - fetched 2 relevant articles for Denmark after filtering
2025-11-16 14:06:14,910 - INFO - fetching guardian page 1 for Denmark (2014-10-01 to 2014-12-31)
2025-11-16 14:06:15,460 - INFO - fetched 4 relevant articles for Denmark after filtering
2025-11-16 14:06:16,568 - INFO - ✓ completed Denmark 2014 (128 articles)
2025-11-16 14:06:16,568 - INFO - using guardian api for Denmark 2015
2025-11-16 14:06:16,568 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:06:16,568 - INFO - fetching guardian page 1 for Denmark (2015-01-01 to 2015-03-31)
2025-11-16 14:06:17,142 - INFO - fetched 2 relevant articles for Denmark after filtering
2025-11-16 14:06:18,249 - INFO - fetching guardian page 1 for Denmark (2015-04-01 to 2015-06-30)
2025-11-16 14:06:18,773 - INFO - fetched 1 relevant articles for Denmark after filtering
2025-11-16 14:06:19,878 - INFO - fetching guardian page 1 for Denmark (2015-07-01 to 2015-09-30)
2025-11-16 14:06:20,395 - INFO - fetched 1 relevant articles for Denmark after filtering
2025-11-16 14:06:21,502 - INFO - fetching guardian page 1 for Denmark (2015-10-01 to 2015-12-31)
2025-11-16 14:06:22,037 - INFO - fetched 2 relevant articles for Denmark after filtering
2025-11-16 14:06:23,146 - INFO - ✓ completed Denmark 2015 (202 articles)
2025-11-16 14:06:23,146 - INFO - using guardian api for Denmark 2016
2025-11-16 14:06:23,146 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:06:23,146 - INFO - fetching guardian page 1 for Denmark (2016-01-01 to 2016-03-31)
2025-11-16 14:06:23,713 - INFO - fetched 4 relevant articles for Denmark after filtering
2025-11-16 14:06:24,816 - INFO - fetching guardian page 1 for Denmark (2016-04-01 to 2016-06-30)
2025-11-16 14:06:25,456 - INFO - fetched 2 relevant articles for Denmark after filtering
2025-11-16 14:06:26,566 - INFO - fetching guardian page 1 for Denmark (2016-07-01 to 2016-09-30)
2025-11-16 14:06:27,380 - INFO - fetched 3 relevant articles for Denmark after filtering
2025-11-16 14:06:28,484 - INFO - fetching guardian page 1 for Denmark (2016-10-01 to 2016-12-31)
2025-11-16 14:06:29,062 - INFO - fetched 0 relevant articles for Denmark after filtering
2025-11-16 14:06:30,168 - INFO - ✓ completed Denmark 2016 (184 articles)
2025-11-16 14:06:30,168 - INFO - using guardian api for Germany 2010
2025-11-16 14:06:30,168 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:06:30,168 - INFO - fetching guardian page 1 for Germany (2010-01-01 to 2010-03-31)
2025-11-16 14:06:30,703 - INFO - fetched 12 relevant articles for Germany after filtering
2025-11-16 14:06:31,805 - INFO - fetching guardian page 1 for Germany (2010-04-01 to 2010-06-30)
2025-11-16 14:06:33,520 - INFO - fetching guardian page 2 for Germany (2010-04-01 to 2010-06-30)
2025-11-16 14:06:34,192 - INFO - fetched 9 relevant articles for Germany after filtering
2025-11-16 14:06:35,299 - INFO - fetching guardian page 1 for Germany (2010-07-01 to 2010-09-30)
2025-11-16 14:06:36,952 - INFO - fetching guardian page 2 for Germany (2010-07-01 to 2010-09-30)
2025-11-16 14:06:37,494 - INFO - fetched 5 relevant articles for Germany after filtering
2025-11-16 14:06:38,602 - INFO - fetching guardian page 1 for Germany (2010-10-01 to 2010-12-31)
2025-11-16 14:06:40,341 - INFO - fetching guardian page 2 for Germany (2010-10-01 to 2010-12-31)
2025-11-16 14:06:40,905 - INFO - fetched 9 relevant articles for Germany after filtering
2025-11-16 14:06:42,015 - INFO - ✓ completed Germany 2010 (121 articles)
2025-11-16 14:06:42,015 - INFO - using guardian api for Germany 2011
2025-11-16 14:06:42,015 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:06:42,017 - INFO - fetching guardian page 1 for Germany (2011-01-01 to 2011-03-31)
2025-11-16 14:06:42,585 - INFO - fetched 4 relevant articles for Germany after filtering
2025-11-16 14:06:43,690 - INFO - fetching guardian page 1 for Germany (2011-04-01 to 2011-06-30)
2025-11-16 14:06:45,311 - INFO - fetching guardian page 2 for Germany (2011-04-01 to 2011-06-30)
2025-11-16 14:06:45,865 - INFO - fetched 5 relevant articles for Germany after filtering
2025-11-16 14:06:46,972 - INFO - fetching guardian page 1 for Germany (2011-07-01 to 2011-09-30)
2025-11-16 14:06:48,664 - INFO - fetching guardian page 2 for Germany (2011-07-01 to 2011-09-30)
2025-11-16 14:06:49,238 - INFO - fetched 6 relevant articles for Germany after filtering
2025-11-16 14:06:50,341 - INFO - fetching guardian page 1 for Germany (2011-10-01 to 2011-12-31)
2025-11-16 14:06:51,953 - INFO - fetching guardian page 2 for Germany (2011-10-01 to 2011-12-31)
2025-11-16 14:06:52,544 - INFO - fetched 7 relevant articles for Germany after filtering
2025-11-16 14:06:53,657 - INFO - ✓ completed Germany 2011 (87 articles)
2025-11-16 14:06:53,658 - INFO - using guardian api for Germany 2012
2025-11-16 14:06:53,658 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:06:53,658 - INFO - fetching guardian page 1 for Germany (2012-01-01 to 2012-03-31)
2025-11-16 14:06:55,267 - INFO - fetching guardian page 2 for Germany (2012-01-01 to 2012-03-31)
2025-11-16 14:06:55,846 - INFO - fetched 13 relevant articles for Germany after filtering
2025-11-16 14:06:56,950 - INFO - fetching guardian page 1 for Germany (2012-04-01 to 2012-06-30)
2025-11-16 14:06:58,644 - INFO - fetching guardian page 2 for Germany (2012-04-01 to 2012-06-30)
2025-11-16 14:06:59,237 - INFO - fetched 11 relevant articles for Germany after filtering
2025-11-16 14:07:00,346 - INFO - fetching guardian page 1 for Germany (2012-07-01 to 2012-09-30)
2025-11-16 14:07:02,048 - INFO - fetching guardian page 2 for Germany (2012-07-01 to 2012-09-30)
2025-11-16 14:07:02,501 - INFO - fetched 10 relevant articles for Germany after filtering
2025-11-16 14:07:03,612 - INFO - fetching guardian page 1 for Germany (2012-10-01 to 2012-12-31)
2025-11-16 14:07:05,266 - INFO - fetching guardian page 2 for Germany (2012-10-01 to 2012-12-31)
2025-11-16 14:07:05,934 - INFO - fetched 2 relevant articles for Germany after filtering
2025-11-16 14:07:07,041 - INFO - ✓ completed Germany 2012 (103 articles)
2025-11-16 14:07:07,041 - INFO - using guardian api for Germany 2013
2025-11-16 14:07:07,041 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:07:07,041 - INFO - fetching guardian page 1 for Germany (2013-01-01 to 2013-03-31)
2025-11-16 14:07:08,850 - INFO - fetching guardian page 2 for Germany (2013-01-01 to 2013-03-31)
2025-11-16 14:07:09,438 - INFO - fetched 21 relevant articles for Germany after filtering
2025-11-16 14:07:10,550 - INFO - fetching guardian page 1 for Germany (2013-04-01 to 2013-06-30)
2025-11-16 14:07:12,204 - INFO - fetching guardian page 2 for Germany (2013-04-01 to 2013-06-30)
2025-11-16 14:07:12,996 - INFO - fetched 8 relevant articles for Germany after filtering
2025-11-16 14:07:14,102 - INFO - fetching guardian page 1 for Germany (2013-07-01 to 2013-09-30)
2025-11-16 14:07:15,749 - INFO - fetching guardian page 2 for Germany (2013-07-01 to 2013-09-30)
2025-11-16 14:07:17,552 - INFO - fetching guardian page 3 for Germany (2013-07-01 to 2013-09-30)
2025-11-16 14:07:18,080 - INFO - fetched 15 relevant articles for Germany after filtering
2025-11-16 14:07:19,192 - INFO - fetching guardian page 1 for Germany (2013-10-01 to 2013-12-31)
2025-11-16 14:07:20,926 - INFO - fetching guardian page 2 for Germany (2013-10-01 to 2013-12-31)
2025-11-16 14:07:22,739 - INFO - fetching guardian page 3 for Germany (2013-10-01 to 2013-12-31)
2025-11-16 14:07:23,479 - INFO - fetched 12 relevant articles for Germany after filtering
